,Date,Title,Numac,Link FR,Link NL,Topics
192,6/10/2020,"REGION DE BRUXELLES-CAPITALE
REGION DE BRUXELLES-CAPITALE
4 JUIN 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale de pouvoirs spéciaux n°  2020/032 prolongeant les mesures de l'arrêté du Gouvernement de la Région de Bruxelles-Capitale de pouvoirs spéciaux n°  2020/012 du 23 avril 2020 relatif à l'instauration de mesures de soutien des entreprises agréées en titres-services et de leurs travailleurs suite aux mesures d'urgence pour limiter la propagation du coronavirus COVID-19, p. 42082.",2020021171,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-10&caller=list&numac=2020021171,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-10&caller=list&numac=2020021171,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999989223475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
193,6/10/2020,"REGION DE BRUXELLES-CAPITALE
4 JUIN 2020. - Arrêté du Gouvernement de la Région de Bruxelles-Capitale de pouvoirs spéciaux n°  2020/033 relatif à une prime compensatoire en vue de l'indemnisation des entreprises sociales agréées affectées par les mesures d'urgence pour limiter la propagation du coronavirus COVID-19, p. 42085.",2020021170,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-10&caller=list&numac=2020021170,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-10&caller=list&numac=2020021170,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999989223475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
194,6/11/2020,"SERVICE PUBLIC FEDERAL FINANCES
29 MAI 2020. - Loi portant diverses mesures fiscales urgentes en raison de la pandémie du COVID-19, p. 42500.",2020021216,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-11&caller=list&numac=2020021216,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-11&caller=list&numac=2020021216,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999976364303, 0.0, 0.0, 0.0, 0.0]"
195,6/11/2020,"SERVICE PUBLIC FEDERAL FINANCES
29 MAI 2020. - Arrêté du Président du Comité de direction portant modification de l'arrêté du Président du Comité de direction du 9 décembre 2015 portant création des Centres P et du Centre Polyvalent Eupen au sein de l'Administration Particuliers de l'Administration générale de la fiscalité et fixant leur siège ainsi que leur compétence matérielle et territoriale tel que modifié par les arrêtés du Président du Comité de direction des 19 septembre 2016, 2 février 2017, 20 septembre 2017, 8 février 2018, 19 octobre 2018, 1er avril 2019, 13 septembre 2019 et 24 décembre 2019, p. 42510.",2020021158,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-11&caller=list&numac=2020021158,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-11&caller=list&numac=2020021158,"[8.103523083504671e-35, 6.974830821364557e-35, 6.947973015314268e-35, 7.486360317329114e-35, 7.538817756061235e-35, 7.749895293346245e-35, 7.1748691953825e-35, 0.9741229858902615, 7.551972729505395e-35, 6.820956325643099e-35, 7.528893716496705e-35, 7.256102322603735e-35, 7.665446542974342e-35, 7.375029654840948e-35, 8.067272649142294e-35, 6.936417289055837e-35, 7.471909245462709e-35, 7.122252073859566e-35, 8.093696038439353e-35, 7.717305235657361e-35, 8.34999639601888e-35, 7.517501490450711e-35, 7.311906369191382e-35, 7.95011713070835e-35, 6.783134650466979e-35, 7.751020468977549e-35, 7.568046859160866e-35, 7.29431778507041e-35, 7.867117493651976e-35, 8.095656033257653e-35, 7.602575782163043e-35, 8.135347241261114e-35, 9.259589556087972e-34, 7.729240143985825e-35]"
196,6/11/2020,"SERVICE PUBLIC FEDERAL FINANCES ET SERVICE PUBLIC FEDERAL ECONOMIE, P.M.E., CLASSES MOYENNES ET ENERGIE
8 JUIN 2020. - Arrêté royal portant des mesures particulières visant à prolonger certains délais réglementaires liés aux obligations de connaissances professionnelles des compliance officers et des intermédiaires du secteur financier et des assurances, afin de lutter contre les conséquences de l'épidémie de COVID-19, p. 42512.",2020010401,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-11&caller=list&numac=2020010401,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-11&caller=list&numac=2020010401,"[0.00024044633590956184, 0.00023674945209162674, 0.0002681491160745687, 0.0002748446419440018, 0.00026594611010771264, 0.00027012468583187974, 0.0002689298152248096, 0.00019155577442034644, 0.0002683790308811457, 0.00026664630024273843, 0.00029337516331901013, 0.0002714952294540855, 0.0002535731359569139, 0.0002661750453513598, 0.0002706576643830789, 0.00025760601208154585, 0.0002673115226277466, 0.00026576957903628453, 0.00023291526893230168, 0.00023995753781729876, 0.0002362632012523838, 0.00027234294502374395, 0.00022967559169540956, 0.00025035001735547165, 0.00023963021057554423, 0.00025340695536644635, 0.0002600580660554104, 0.00024069014038621977, 0.0002689778775223116, 0.0001981453110789581, 0.0002589226938246355, 0.00024303138269061238, 0.00019263471280176194, 0.00026367056910745184]"
197,6/11/2020,"SERVICE PUBLIC FEDERAL SECURITE SOCIALE
4 JUIN 2020. - Arrêté royal n°  22 portant création d'un Fonds d'indemnisation pour les volontaires victimes du COVID-19, p. 42549.",2020202544,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-11&caller=list&numac=2020202544,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-11&caller=list&numac=2020202544,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.99999999795317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
198,6/11/2020,"AUTORITE FLAMANDE
5 JUIN 2020. - Arrêté du Gouvernement flamand instaurant certaines mesures temporaires dans les domaines politiques de l'économie, de la recherche scientifique, de l'innovation et de la communication scientifique à la suite de l'urgence civile en matière de santé publique en raison du coronavirus COVID-19, p. 42586.",2020010402,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-11&caller=list&numac=2020010402,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-11&caller=list&numac=2020010402,"[0.0002404467414837796, 0.00023674988598195864, 0.00026814958161144577, 0.0002748452401972866, 0.000265946617136869, 0.0002701252234693086, 0.0002689304175496514, 0.00019155617062088684, 0.00026837959304548784, 0.0002666466768958708, 0.00029337579179502816, 0.00027149574781319994, 0.0002535736688702642, 0.0002661755253465942, 0.0002706584311178503, 0.00025760674025310617, 0.0002673124013789907, 0.0002657703287500148, 0.00023291562775275802, 0.0002399579173423276, 0.00023626364014862756, 0.0002723434721770044, 0.0002296758130149288, 0.0002503505103338382, 0.0002396305632094199, 0.00025340739329853337, 0.00026005862703182064, 0.00024069054991206543, 0.00026897841494380714, 0.00019814569466362203, 0.0002589232355896068, 0.00024303187050844722, 0.00019263511390979048, 0.0002636711408692322]"
199,6/12/2020,"SERVICE PUBLIC FEDERAL INTERIEUR
5 JUIN 2020. - Arrêté ministériel modifiant l'arrêté ministériel du 23 mars 2020 portant des mesures d'urgence pour limiter la propagation du coronavirus COVID-19. - Traduction allemande. - Erratum, p. 42659.",2020041657,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-12&caller=list&numac=2020041657,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-12&caller=list&numac=2020041657,"[0.9222616302306117, 9.075016703261116e-12, 1.1100968725042524e-11, 1.4042326221121535e-11, 1.6637414747157852e-11, 1.643153659320313e-11, 1.1074417790898156e-11, 7.045185294729115e-12, 1.6286990523792836e-11, 1.103688767747917e-11, 1.3725527640192379e-11, 1.3397687309693123e-11, 1.6219884049521685e-11, 1.5734179261931344e-11, 1.2020322750324563e-11, 8.501572374214201e-12, 8.431084309755204e-12, 8.834315320781494e-12, 1.734220918310044e-10, 5.695752562957414e-11, 1.650894183373429e-11, 1.5359649404660788e-11, 1.1187859791250068e-11, 1.7763655282877777e-11, 9.71544595849779e-12, 2.909653420950028e-11, 1.3883734113089002e-11, 7.356160632240466e-12, 1.3553175637703945e-11, 7.806583394357438e-12, 1.450583210371054e-11, 1.6819736062839476e-11, 7.052373185028823e-12, 1.5432458415760068e-11]"
200,6/12/2020,"SERVICE PUBLIC FEDERAL FINANCES
8 JUIN 2020. - Arrêté royal modifiant l'arrêté royal n°  20, du 20 juillet 1970, fixant les taux de la taxe sur la valeur ajoutée et déterminant la répartition des biens et des services selon ces taux en ce qui concerne les mesures visant à soutenir le secteur de l'horeca, p. 42662.",2020021226,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-12&caller=list&numac=2020021226,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-12&caller=list&numac=2020021226,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999976364303, 0.0, 0.0, 0.0, 0.0]"
201,6/12/2020,"SERVICE PUBLIC FEDERAL FINANCES
4 JUIN 2020. - Arrêté du Président du Comité de direction portant modification de l'arrêté du Président du Comité de direction du 9 décembre 2015 portant création des Centres PME au sein de l'Administration Petites et Moyennes Entreprises de l'Administration générale de la Fiscalité et fixant leur siège ainsi que leur compétence matérielle et territoriale tel que modifié par les arrêtés du Président du Comité de direction des 28 juin 2016, 2 décembre 2016, 8 décembre 2017, 24 janvier 2018, 11 juillet 2018, 14 septembre 2018, 20 mars 2019, 10 juillet 2019 et 24 décembre 2019, p. 42666.",2020021189,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-12&caller=list&numac=2020021189,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-12&caller=list&numac=2020021189,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999976364303, 0.0, 0.0, 0.0, 0.0]"
202,6/15/2020,"SERVICE PUBLIC FEDERAL SECURITE SOCIALE
29 MAI 2020. - Arrêté royal portant exécution de l'article 70, alinéa 3, de l'arrêté royal n°  20 du 13 mai 2020 portant des mesures temporaires dans la lutte contre la pandémie COVID-19 et visant à assurer la continuité des soins en matière d'assurance obligatoire soins de santé. - Corrigendum, p. 43270.",2020010404,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-15&caller=list&numac=2020010404,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-15&caller=list&numac=2020010404,"[0.008102063214660865, 0.0049899861230746695, 0.006405272064601887, 0.008239421121226428, 0.016760136019509948, 0.04217680981180361, 0.006367397438741527, 0.0034514626232955057, 0.013621228501420952, 0.006054763909410342, 0.009880038498281172, 0.0076552098695055505, 0.009048439549372468, 0.01383650728654601, 0.0071694849639403965, 0.004624564436502468, 0.0045348318712887985, 0.004937695162212191, 0.006682683299323364, 0.00773647928254541, 0.0073939854824441, 0.016738223296561563, 0.004949736970782052, 0.012418815081404674, 0.00510705870171452, 0.009611745896289383, 0.008454198434122028, 0.003934309968592631, 0.006503557699138447, 0.003762968398198173, 0.00921382110437931, 0.009092938074557634, 0.0034700239252982924, 0.012340705459629816]"
203,6/15/2020,"SERVICE PUBLIC FEDERAL SECURITE SOCIALE ET SERVICE PUBLIC FEDERAL EMPLOI, TRAVAIL ET CONCERTATION SOCIALE
4 JUIN 2020. - Arrêté royal n°  30 modifiant l'arrêté royal n°  17 du 4 mai 2020 pris en exécution de l'article 5,  §  1er, 3°,  de la loi du 27 mars 2020 accordant des pouvoirs au Roi afin de prendre des mesures de lutte contre la propagation du coronavirus COVID-19 (II), en vue d'accorder à certains employeurs un report de paiement des sommes perçues par l'Office national de Sécurité sociale, p. 43270.",2020202631,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-15&caller=list&numac=2020202631,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-15&caller=list&numac=2020202631,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.99999999795317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
204,6/18/2020,"COMMUNAUTE FRANCAISE
MINISTERE DE LA COMMUNAUTE FRANCAISE
11 JUIN 2020. - Arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  22 relatif au soutien du secteur de l'Enseignement de promotion sociale dans le cadre de la crise sanitaire du COVID-19, p. 44614.",2020031009,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-18&caller=list&numac=2020031009,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-18&caller=list&numac=2020031009,"[2.4590521431819004e-06, 0.9999132606718636, 3.88389759561165e-06, 2.4089371081280983e-06, 2.7268138322577035e-06, 2.701638285073708e-06, 3.6440072004202906e-06, 1.6828758901343642e-06, 2.621156908617894e-06, 3.52446618104123e-06, 2.5982758922496998e-06, 2.43438807455344e-06, 2.578798127262679e-06, 2.7971093834907075e-06, 2.436532402879268e-06, 2.740595199479543e-06, 2.006133325956037e-06, 2.9887035639577073e-06, 2.274087577856104e-06, 2.4450745424749562e-06, 2.408568480362428e-06, 2.7137217185357087e-06, 2.3233108343846783e-06, 2.880955427364967e-06, 2.3939522178064207e-06, 2.550742216879007e-06, 3.239543689746814e-06, 2.1175891843814782e-06, 2.210225034867173e-06, 2.094527863589059e-06, 3.242587773151604e-06, 2.938859436234837e-06, 1.686089834275096e-06, 2.983477131690342e-06]"
205,6/18/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
11 JUIN 2020. - Arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  23 relatif à l'annulation des évaluations externes certificatives dans le cadre de la crise sanitaire du COVID-19, p. 44618.",2020041702,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-18&caller=list&numac=2020041702,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-18&caller=list&numac=2020041702,"[0.9999999970750643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
206,6/18/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
11 JUIN 2020. - Arrêté du Gouvernement de la Communauté française relatif au soutien aux activités de lutte contre le COVID-19 des services universitaires et des Hautes Ecoles, p. 44634.",2020041719,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-18&caller=list&numac=2020041719,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-18&caller=list&numac=2020041719,"[0.9999999970750643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
207,6/19/2020,"COMMUNAUTE FRANCAISE
MINISTERE DE LA COMMUNAUTE FRANCAISE
11 JUIN 2020. - Arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  24 relatif à la sanction des études dans l'enseignement secondaire ordinaire dans le cadre de la crise sanitaire du COVID-19, p. 45524.",2020041741,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-19&caller=list&numac=2020041741,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-19&caller=list&numac=2020041741,"[0.9999999970750643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
208,6/19/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
11 JUIN 2020. - Arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  25 relatif aux recours contre les décisions des conseils de classe dans l'enseignement secondaire ordinaire et dans l'enseignement secondaire spécialisé de forme 3 et de forme 4 dans le cadre de la crise sanitaire du COVID-19, p. 45542.",2020010406,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-19&caller=list&numac=2020010406,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-19&caller=list&numac=2020010406,"[0.008776282730531161, 0.005409184017912106, 0.006952060899193086, 0.008991579501235003, 0.018229687295883965, 0.05739582922720861, 0.006908978371921237, 0.003747508726776317, 0.014830547743000425, 0.006574720256839404, 0.010851782136417671, 0.008342641201862365, 0.0098071592670094, 0.015025608979658716, 0.007805298637070505, 0.005021443161971631, 0.004932880627686158, 0.0053616595913656626, 0.007252825935521864, 0.008383733396027531, 0.008008344566015574, 0.01837349048230988, 0.005378867179635863, 0.013248475121109292, 0.005546623647141781, 0.010425163640450442, 0.009148728525283782, 0.00427620897593897, 0.007095231741676748, 0.004080572366071532, 0.009954983186810096, 0.009793157475735371, 0.0037678153178511862, 0.013297151636588164]"
209,6/19/2020,"REGION WALLONNE
SERVICE PUBLIC DE WALLONIE
11 JUIN 2020. - Arrêté du Gouvernement wallon de pouvoirs spéciaux n°  42 relatif à l'octroi d'une aide spécifique aux ménages en matière de gaz et d'électricité dans le cadre de la crise sanitaire COVID-19, p. 45562.",2020041783,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-19&caller=list&numac=2020041783,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-19&caller=list&numac=2020041783,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999990402875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
210,6/22/2020,"SERVICE PUBLIC FEDERAL EMPLOI, TRAVAIL ET CONCERTATION SOCIALE
15 JUIN 2020. - Loi visant à suspendre les délais de préavis des congés donnés avant ou durant la période de suspension temporaire de l'exécution du contrat de travail pour cause de force majeure en raison de la crise du COVID-19, p. 45846.",2020202718,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-22&caller=list&numac=2020202718,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-22&caller=list&numac=2020202718,"[0.0, 0.0, 0.0, 0.9999999979938694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
211,6/22/2020,"SERVICE PUBLIC FEDERAL ECONOMIE, P.M.E., CLASSES MOYENNES ET ENERGIE
15 JUIN 2020. - Arrêté royal n°  32 portant des mesures d'urgence pour limiter la propagation du coronavirus COVID-19 dans le cadre de certains services postaux, p. 45849.",2020041780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-22&caller=list&numac=2020041780,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-22&caller=list&numac=2020041780,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999990402875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
212,6/22/2020,"REGION WALLONNE
SERVICE PUBLIC DE WALLONIE
11 JUIN 2020. - Arrêté du Gouvernement de pouvoirs spéciaux n°  46 visant à déroger au Code de la Démocratie locale et de la Décentralisation et à le compléter afin de soutenir les finances locales obérées par la crise COVID-19 et d'autoriser des déficits budgétaires, p. 45902.",2020041785,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-22&caller=list&numac=2020041785,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-22&caller=list&numac=2020041785,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999990402875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
213,6/23/2020,"FR

NL

DE

 Image du sommaire du 2020-06-23
Image de la publication




LOIS, DECRETS, ORDONNANCES ET REGLEMENTS
MINISTERE DE LA DEFENSE
16 JUIN 2020. - Arrêté royal n°  31 portant des mesures particulières pour les militaires dans le cadre de la crise sanitaire liée au coronavirus COVID-19, p. 46058.",2020015023,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-23&caller=list&numac=2020015023,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-23&caller=list&numac=2020015023,"[0.0004164930853640119, 0.00043027547010725763, 0.00044521906031749845, 0.0003889073241613877, 0.000415194774418223, 0.0004392359119910301, 0.0004539918228195821, 0.00035958999367475863, 0.00040747372807527075, 0.00045530698409954404, 0.00045280009314704, 0.0003803387445650715, 0.00039314500792781066, 0.00041090889421334197, 0.00040522707242798405, 0.00038992011930268625, 0.0003556384246894765, 0.0004322847359244766, 0.0004067209626669578, 0.0003952113743964162, 0.0003937463871822255, 0.0004212129218355132, 0.0004199307550119732, 0.00043299062239278245, 0.00034622012277978564, 0.0004193491187346357, 0.00045162641400376297, 0.6708440507078667, 0.00041616065025220446, 0.0003723927843501595, 0.00044397367468471734, 0.00044120101084377624, 0.00036058562089163934, 0.0004375350579954182]"
214,6/23/2020,"AUTORITE FLAMANDE
12 JUIN 2020. - Arrêté du Gouvernement flamand portant exécution du décret du 29 mai 2020 portant organisation de l'obligation de déclaration et du suivi des contacts dans le cadre du COVID-19, p. 46370.",2020041828,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-23&caller=list&numac=2020041828,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-23&caller=list&numac=2020041828,"[0.0035862306786052264, 0.0020660978189517587, 0.0022846701599675803, 0.0030918681771686944, 0.003272406999195699, 0.0032528520532455274, 0.0022721175905108647, 0.0018162561168205303, 0.0031519308160660097, 0.002197741895843433, 0.0027702433591975124, 0.002980047132370939, 0.0030823573443716315, 0.0030683248918298833, 0.002911210764380374, 0.0019359114508995829, 0.0021076029929536187, 0.0019946511163914534, 0.003166497218605348, 0.0035136563794059966, 0.5131324263117288, 0.003181673773323102, 0.0023599820465149456, 0.0034474692405386622, 0.0024648998063753263, 0.003324750912412382, 0.002602395729056806, 0.001733904474436959, 0.002752942960107831, 0.001836051038083025, 0.0027451281047142654, 0.0031253939768994803, 0.0018277440462469779, 0.003032282065867637]"
215,6/23/2020,"SERVICE PUBLIC DE WALLONIE
11 JUIN 2020. - Arrêté du Gouvernement wallon de pouvoirs spéciaux n°  47 portant le programme de soutien aux opérateurs du secteur touristique dans le cadre de la crise sanitaire liée au COVID-19, p. 46378.",2020041827,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-23&caller=list&numac=2020041827,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-23&caller=list&numac=2020041827,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999990402875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
216,6/24/2020,"MINISTERE DE LA COMMUNAUTE FRANCAISE
11 JUIN 2020. - Arrêté du Gouvernement de la Communauté française de pouvoirs spéciaux n°  20 pris en exécution du décret du 17 mars 2020 octroyant des pouvoirs spéciaux au Gouvernement dans le cadre de la crise sanitaire du COVID-19 visant à approuver l'ajustement du budget ajusté de l'Entreprise publique de technologie numériques de l'information et de la communication de la Communauté française pour l'année budgétaire 2020, p. 46494.",2020015038,http://www.ejustice.just.fgov.be/cgi/article.pl?language=fr&pub_date=2020-06-24&caller=list&numac=2020015038,http://www.ejustice.just.fgov.be/cgi/article.pl?language=nl&pub_date=2020-06-24&caller=list&numac=2020015038,"[0.0, 0.999999997773864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
